DEVICEID,EVT_TIMESTAMP,DEVICETYPE,LOGICALINTERFACE_ID,EVENTTYPE,FORMAT,UPDATED_UTC,PRESSURE,TEMPERATURE,TURBINE_ID
A101,2019-09-29 00:53:04.922452,EnergySystemModel02,,,,2019-09-29 00:53:04.922425,97.38476308781952,79.33318483619749,
B102,2019-09-29 00:53:04.922452,EnergySystemModel02,,,,2019-09-29 00:53:04.922425,97.38476308781952,77.90781047025561,
A101,2019-09-29 00:58:05.94226,EnergySystemModel02,,,,2019-09-29 00:58:05.942288,80.849640381959,69.0567493319099,
B102,2019-09-29 00:58:05.94226,EnergySystemModel02,,,,2019-09-29 00:58:05.942288,80.849640381959,64.67971230556721,
A101,2019-09-29 01:03:05.517253,EnergySystemModel02,,,,2019-09-29 01:03:05.51728,42.737988023382975,41.240109745717135,
B102,2019-09-29 01:03:05.517253,EnergySystemModel02,,,,2019-09-29 01:03:05.51728,42.737988023382975,34.190390418706386,
A101,2019-09-29 01:08:05.775121,EnergySystemModel02,,,,2019-09-29 01:08:05.775146,33.498815015590466,34.190390418706386,
B102,2019-09-29 01:08:05.775121,EnergySystemModel02,,,,2019-09-29 01:08:05.775146,33.498815015590466,26.799052012472373,
A101,2019-09-29 01:13:06.612818,EnergySystemModel02,,,,2019-09-29 01:13:06.612791,29.55202066613396,15.893546463604897,
B102,2019-09-29 01:13:06.612818,EnergySystemModel02,,,,2019-09-29 01:13:06.612791,29.55202066613396,23.641616532907168,
A101,2019-09-29 01:18:06.705256,EnergySystemModel02,,,,2019-09-29 01:18:06.705284,47.942553860420304,31.153467384692043,
B102,2019-09-29 01:18:06.705256,EnergySystemModel02,,,,2019-09-29 01:18:06.705284,47.942553860420304,38.35404308833624,
A101,2019-09-29 01:23:07.449493,EnergySystemModel02,,,,2019-09-29 01:23:07.449523,56.46424733950355,38.35404308833624,
B102,2019-09-29 01:23:07.449493,EnergySystemModel02,,,,2019-09-29 01:23:07.449523,56.46424733950355,45.171397871602835,
A101,2019-09-29 01:28:08.503983,EnergySystemModel02,,,,2019-09-29 01:28:08.504009,64.42176872376912,45.171397871602835,
B102,2019-09-29 01:28:08.503983,EnergySystemModel02,,,,2019-09-29 01:28:08.504009,64.42176872376912,51.53741497901529,
A101,2019-09-29 01:33:09.172739,EnergySystemModel02,,,,2019-09-29 01:33:09.172766,89.12073600614355,67.31767878463172,
B102,2019-09-29 01:33:09.172739,EnergySystemModel02,,,,2019-09-29 01:33:09.172766,89.12073600614355,71.29658880491483,
A101,2019-09-29 01:38:10.539007,EnergySystemModel02,,,,2019-09-29 01:38:10.538978,98.54497299884602,77.08465483337544,
B102,2019-09-29 01:38:10.539007,EnergySystemModel02,,,,2019-09-29 01:38:10.538978,98.54497299884602,78.83597839907682,
A101,2019-09-29 01:43:10.630948,EnergySystemModel02,,,,2019-09-29 01:43:10.63092,99.74949866040545,78.83597839907682,
B102,2019-09-29 01:43:10.630948,EnergySystemModel02,,,,2019-09-29 01:43:10.63092,99.74949866040545,79.79959892832436,
A101,2019-09-29 01:53:02.283033,EnergySystemModel02,,,,2019-09-29 01:53:02.283006,86.32093666488737,72.74379414605454,
B102,2019-09-29 01:53:02.283033,EnergySystemModel02,,,,2019-09-29 01:53:02.283006,86.32093666488737,69.0567493319099,
A101,2019-09-29 01:58:01.929082,EnergySystemModel02,,,,2019-09-29 01:58:01.929108,59.84721441039566,54.03705444409205,
B102,2019-09-29 01:58:01.929082,EnergySystemModel02,,,,2019-09-29 01:58:01.929108,59.84721441039566,47.87777152831652,
A101,2019-09-29 02:03:02.337587,EnergySystemModel02,,,,2019-09-29 02:03:02.337614,23.9249329213982,26.799052012472373,
B102,2019-09-29 02:03:02.337587,EnergySystemModel02,,,,2019-09-29 02:03:02.337614,23.9249329213982,19.13994633711856,
A101,2019-09-29 02:08:03.569788,EnergySystemModel02,,,,2019-09-29 02:08:03.569751,19.866933079506122,7.986673331746252,
B102,2019-09-29 02:08:03.569788,EnergySystemModel02,,,,2019-09-29 02:08:03.569751,19.866933079506122,15.893546463604897,
A101,2019-09-29 02:13:03.20919,EnergySystemModel02,,,,2019-09-29 02:13:03.209162,56.46424733950355,38.35404308833624,
B102,2019-09-29 02:13:03.20919,EnergySystemModel02,,,,2019-09-29 02:13:03.209162,56.46424733950355,45.171397871602835,
A101,2019-09-29 02:18:03.174457,EnergySystemModel02,,,,2019-09-29 02:18:03.174431,71.73560908995228,51.53741497901529,
B102,2019-09-29 02:18:03.174457,EnergySystemModel02,,,,2019-09-29 02:18:03.174431,71.73560908995228,57.38848727196182,
A101,2019-09-29 02:23:03.061016,EnergySystemModel02,,,,2019-09-29 02:23:03.061047,78.33269096274834,57.38848727196182,
B102,2019-09-29 02:23:03.061016,EnergySystemModel02,,,,2019-09-29 02:23:03.061047,78.33269096274834,62.66615277019867,
A101,2019-09-29 02:28:02.61705,EnergySystemModel02,,,,2019-09-29 02:28:02.617024,93.20390859672264,71.29658880491483,
B102,2019-09-29 02:28:02.61705,EnergySystemModel02,,,,2019-09-29 02:28:02.617024,93.20390859672264,74.56312687737811,
A101,2019-09-29 02:33:02.492852,EnergySystemModel02,,,,2019-09-29 02:33:02.492822,96.3558185417193,74.56312687737811,
B102,2019-09-29 02:33:02.492852,EnergySystemModel02,,,,2019-09-29 02:33:02.492822,96.3558185417193,77.08465483337544,
A101,2019-09-29 02:38:02.946256,EnergySystemModel02,,,,2019-09-29 02:38:02.946228,98.54497299884602,77.08465483337544,
B102,2019-09-29 02:38:02.946256,EnergySystemModel02,,,,2019-09-29 02:38:02.946228,98.54497299884602,78.83597839907682,
A101,2019-09-29 02:43:03.152234,EnergySystemModel02,,,,2019-09-29 02:43:03.152261,97.38476308781952,79.33318483619749,
B102,2019-09-29 02:43:03.152234,EnergySystemModel02,,,,2019-09-29 02:43:03.152261,97.38476308781952,77.90781047025561,
A101,2019-09-29 02:48:03.762637,EnergySystemModel02,,,,2019-09-29 02:48:03.762611,94.63000876874145,77.90781047025561,
B102,2019-09-29 02:48:03.762637,EnergySystemModel02,,,,2019-09-29 02:48:03.762611,94.63000876874145,75.70400701499315,
A101,2019-09-29 02:53:04.070816,EnergySystemModel02,,,,2019-09-29 02:53:04.070787,74.57052121767201,64.67971230556721,
B102,2019-09-29 02:53:04.070816,EnergySystemModel02,,,,2019-09-29 02:53:04.070787,74.57052121767201,59.6564169741376,
A101,2019-09-29 02:58:04.788255,EnergySystemModel02,,,,2019-09-29 02:58:04.788281,42.737988023382975,41.240109745717135,
B102,2019-09-29 02:58:04.788255,EnergySystemModel02,,,,2019-09-29 02:58:04.788281,42.737988023382975,34.190390418706386,
A101,2019-09-29 03:03:06.532859,EnergySystemModel02,,,,2019-09-29 03:03:06.532918,33.498815015590466,34.190390418706386,
B102,2019-09-29 03:03:06.532859,EnergySystemModel02,,,,2019-09-29 03:03:06.532918,33.498815015590466,26.799052012472373,
A101,2019-09-29 03:08:06.529676,EnergySystemModel02,,,,2019-09-29 03:08:06.529649,29.55202066613396,15.893546463604897,
B102,2019-09-29 03:08:06.529676,EnergySystemModel02,,,,2019-09-29 03:08:06.529649,29.55202066613396,23.641616532907168,
A101,2019-09-29 03:13:05.519956,EnergySystemModel02,,,,2019-09-29 03:13:05.519984,38.941834230865055,23.641616532907168,
B102,2019-09-29 03:13:05.519956,EnergySystemModel02,,,,2019-09-29 03:13:05.519984,38.941834230865055,31.153467384692043,
A101,2019-09-29 03:18:05.919962,EnergySystemModel02,,,,2019-09-29 03:18:05.919992,64.42176872376912,45.171397871602835,
B102,2019-09-29 03:18:05.919962,EnergySystemModel02,,,,2019-09-29 03:18:05.919992,64.42176872376912,51.53741497901529,
A101,2019-09-29 03:23:05.32131,EnergySystemModel02,,,,2019-09-29 03:23:05.321339,71.73560908995228,51.53741497901529,
B102,2019-09-29 03:23:05.32131,EnergySystemModel02,,,,2019-09-29 03:23:05.321339,71.73560908995228,57.38848727196182,
A101,2019-09-29 03:28:05.931563,EnergySystemModel02,,,,2019-09-29 03:28:05.931537,78.33269096274834,57.38848727196182,
B102,2019-09-29 03:28:05.931563,EnergySystemModel02,,,,2019-09-29 03:28:05.931537,78.33269096274834,62.66615277019867,
A101,2019-09-29 03:33:06.519105,EnergySystemModel02,,,,2019-09-29 03:33:06.519137,96.3558185417193,74.56312687737811,
B102,2019-09-29 03:33:06.519105,EnergySystemModel02,,,,2019-09-29 03:33:06.519137,96.3558185417193,77.08465483337544,
A101,2019-09-29 03:38:06.504429,EnergySystemModel02,,,,2019-09-29 03:38:06.504399,99.16648104524685,79.9658882433204,
B102,2019-09-29 03:38:06.504429,EnergySystemModel02,,,,2019-09-29 03:38:06.504399,99.16648104524685,79.33318483619749,
A101,2019-09-29 03:43:06.715728,EnergySystemModel02,,,,2019-09-29 03:43:06.715755,86.32093666488737,72.74379414605454,
B102,2019-09-29 03:43:06.715728,EnergySystemModel02,,,,2019-09-29 03:43:06.715755,86.32093666488737,69.0567493319099,
A101,2019-09-29 03:48:06.543472,EnergySystemModel02,,,,2019-09-29 03:48:06.543498,67.54631805511507,59.6564169741376,
B102,2019-09-29 03:48:06.543472,EnergySystemModel02,,,,2019-09-29 03:48:06.543498,67.54631805511507,54.03705444409205,
A101,2019-09-29 03:53:08.134163,EnergySystemModel02,,,,2019-09-29 03:53:08.134188,51.550137182146415,47.87777152831652,
B102,2019-09-29 03:53:08.134163,EnergySystemModel02,,,,2019-09-29 03:53:08.134188,51.550137182146415,41.240109745717135,
A101,2019-09-29 03:58:07.074679,EnergySystemModel02,,,,2019-09-29 03:58:07.074709,42.737988023382975,41.240109745717135,
B102,2019-09-29 03:58:07.074679,EnergySystemModel02,,,,2019-09-29 03:58:07.074709,42.737988023382975,34.190390418706386,
A101,2019-09-29 04:03:07.9102,EnergySystemModel02,,,,2019-09-29 04:03:07.910228,33.498815015590466,34.190390418706386,
B102,2019-09-29 04:03:07.9102,EnergySystemModel02,,,,2019-09-29 04:03:07.910228,33.498815015590466,26.799052012472373,
A101,2019-09-29 04:08:08.954263,EnergySystemModel02,,,,2019-09-29 04:08:08.954234,23.9249329213982,26.799052012472373,
B102,2019-09-29 04:08:08.954263,EnergySystemModel02,,,,2019-09-29 04:08:08.954234,23.9249329213982,19.13994633711856,
A101,2019-09-29 04:13:08.584987,EnergySystemModel02,,,,2019-09-29 04:13:08.584959,29.55202066613396,15.893546463604897,
B102,2019-09-29 04:13:08.584987,EnergySystemModel02,,,,2019-09-29 04:13:08.584959,29.55202066613396,23.641616532907168,
A101,2019-09-29 04:18:09.129182,EnergySystemModel02,,,,2019-09-29 04:18:09.12921,64.42176872376912,45.171397871602835,
B102,2019-09-29 04:18:09.129182,EnergySystemModel02,,,,2019-09-29 04:18:09.12921,64.42176872376912,51.53741497901529,
A101,2019-09-29 04:23:10.265033,EnergySystemModel02,,,,2019-09-29 04:23:10.265059,78.33269096274834,57.38848727196182,
B102,2019-09-29 04:23:10.265033,EnergySystemModel02,,,,2019-09-29 04:23:10.265059,78.33269096274834,62.66615277019867,
A101,2019-09-29 04:28:10.166919,EnergySystemModel02,,,,2019-09-29 04:28:10.166889,84.14709848078965,62.66615277019867,
B102,2019-09-29 04:28:10.166919,EnergySystemModel02,,,,2019-09-29 04:28:10.166889,84.14709848078965,67.31767878463172,
A101,2019-09-29 04:33:11.284373,EnergySystemModel02,,,,2019-09-29 04:33:11.2844,98.54497299884602,77.08465483337544,
B102,2019-09-29 04:33:11.284373,EnergySystemModel02,,,,2019-09-29 04:33:11.2844,98.54497299884602,78.83597839907682,
A101,2019-09-29 04:38:02.441103,EnergySystemModel02,,,,2019-09-29 04:38:02.441133,97.38476308781952,79.33318483619749,
B102,2019-09-29 04:38:02.441103,EnergySystemModel02,,,,2019-09-29 04:38:02.441133,97.38476308781952,77.90781047025561,
A101,2019-09-29 04:43:01.640709,EnergySystemModel02,,,,2019-09-29 04:43:01.640738,80.849640381959,69.0567493319099,
B102,2019-09-29 04:43:01.640709,EnergySystemModel02,,,,2019-09-29 04:43:01.640738,80.849640381959,64.67971230556721,
A101,2019-09-29 04:48:01.82259,EnergySystemModel02,,,,2019-09-29 04:48:01.822618,51.550137182146415,47.87777152831652,
B102,2019-09-29 04:48:01.82259,EnergySystemModel02,,,,2019-09-29 04:48:01.822618,51.550137182146415,41.240109745717135,
A101,2019-09-29 04:53:04.678138,EnergySystemModel02,,,,2019-09-29 04:53:04.678111,19.866933079506122,7.986673331746252,
B102,2019-09-29 04:53:04.678138,EnergySystemModel02,,,,2019-09-29 04:53:04.678111,19.866933079506122,15.893546463604897,
A101,2019-09-29 04:58:04.57482,EnergySystemModel02,,,,2019-09-29 04:58:04.574849,56.46424733950355,38.35404308833624,
B102,2019-09-29 04:58:04.57482,EnergySystemModel02,,,,2019-09-29 04:58:04.574849,56.46424733950355,45.171397871602835,
A101,2019-09-29 05:03:05.162707,EnergySystemModel02,,,,2019-09-29 05:03:05.162732,78.33269096274834,57.38848727196182,
B102,2019-09-29 05:03:05.162707,EnergySystemModel02,,,,2019-09-29 05:03:05.162732,78.33269096274834,62.66615277019867,
A101,2019-09-29 05:08:05.868155,EnergySystemModel02,,,,2019-09-29 05:08:05.868184,84.14709848078965,62.66615277019867,
B102,2019-09-29 05:08:05.868155,EnergySystemModel02,,,,2019-09-29 05:08:05.868184,84.14709848078965,67.31767878463172,
A101,2019-09-29 05:13:06.32469,EnergySystemModel02,,,,2019-09-29 05:13:06.324664,89.12073600614355,67.31767878463172,
B102,2019-09-29 05:13:06.32469,EnergySystemModel02,,,,2019-09-29 05:13:06.324664,89.12073600614355,71.29658880491483,
A101,2019-09-29 05:18:11.36109,EnergySystemModel02,,,,2019-09-29 05:18:11.361118,93.20390859672264,71.29658880491483,
B102,2019-09-29 05:18:11.36109,EnergySystemModel02,,,,2019-09-29 05:18:11.361118,93.20390859672264,74.56312687737811,
A101,2019-09-29 05:23:15.78224,EnergySystemModel02,,,,2019-09-29 05:23:15.782264,96.3558185417193,74.56312687737811,
B102,2019-09-29 05:23:15.78224,EnergySystemModel02,,,,2019-09-29 05:23:15.782264,96.3558185417193,77.08465483337544,
A101,2019-09-29 05:28:01.686117,EnergySystemModel02,,,,2019-09-29 05:28:01.686093,98.54497299884602,77.08465483337544,
B102,2019-09-29 05:28:01.686117,EnergySystemModel02,,,,2019-09-29 05:28:01.686093,98.54497299884602,78.83597839907682,
A101,2019-09-29 05:33:01.573049,EnergySystemModel02,,,,2019-09-29 05:33:01.573077,99.74949866040545,78.83597839907682,
B102,2019-09-29 05:33:01.573049,EnergySystemModel02,,,,2019-09-29 05:33:01.573077,99.74949866040545,79.79959892832436,
A101,2019-09-29 05:38:01.965807,EnergySystemModel02,,,,2019-09-29 05:38:01.965779,97.38476308781952,79.33318483619749,
B102,2019-09-29 05:38:01.965807,EnergySystemModel02,,,,2019-09-29 05:38:01.965779,97.38476308781952,77.90781047025561,
A101,2019-09-29 05:43:03.190172,EnergySystemModel02,,,,2019-09-29 05:43:03.190143,74.57052121767201,64.67971230556721,
B102,2019-09-29 05:43:03.190172,EnergySystemModel02,,,,2019-09-29 05:43:03.190143,74.57052121767201,59.6564169741376,
A101,2019-09-29 05:48:04.962322,EnergySystemModel02,,,,2019-09-29 05:48:04.962351,67.54631805511507,59.6564169741376,
B102,2019-09-29 05:48:04.962322,EnergySystemModel02,,,,2019-09-29 05:48:04.962351,67.54631805511507,54.03705444409205,
A101,2019-09-29 05:53:07.28427,EnergySystemModel02,,,,2019-09-29 05:53:07.284298,59.84721441039566,54.03705444409205,
B102,2019-09-29 05:53:07.28427,EnergySystemModel02,,,,2019-09-29 05:53:07.284298,59.84721441039566,47.87777152831652,
A101,2019-09-29 05:58:07.747753,EnergySystemModel02,,,,2019-09-29 05:58:07.747784,33.498815015590466,34.190390418706386,
B102,2019-09-29 05:58:07.747753,EnergySystemModel02,,,,2019-09-29 05:58:07.747784,33.498815015590466,26.799052012472373,
A101,2019-09-29 06:03:09.545551,EnergySystemModel02,,,,2019-09-29 06:03:09.545583,19.866933079506122,7.986673331746252,
B102,2019-09-29 06:03:09.545551,EnergySystemModel02,,,,2019-09-29 06:03:09.545583,19.866933079506122,15.893546463604897,
A101,2019-09-29 06:08:11.074188,EnergySystemModel02,,,,2019-09-29 06:08:11.074214,29.55202066613396,15.893546463604897,
B102,2019-09-29 06:08:11.074188,EnergySystemModel02,,,,2019-09-29 06:08:11.074214,29.55202066613396,23.641616532907168,
A101,2019-09-29 06:13:02.410838,EnergySystemModel02,,,,2019-09-29 06:13:02.410869,47.942553860420304,31.153467384692043,
B102,2019-09-29 06:13:02.410838,EnergySystemModel02,,,,2019-09-29 06:13:02.410869,47.942553860420304,38.35404308833624,
A101,2019-09-29 06:18:02.108538,EnergySystemModel02,,,,2019-09-29 06:18:02.108565,64.42176872376912,45.171397871602835,
B102,2019-09-29 06:18:02.108538,EnergySystemModel02,,,,2019-09-29 06:18:02.108565,64.42176872376912,51.53741497901529,
A101,2019-09-29 06:23:04.619414,EnergySystemModel02,,,,2019-09-29 06:23:04.619387,71.73560908995228,51.53741497901529,
B102,2019-09-29 06:23:04.619414,EnergySystemModel02,,,,2019-09-29 06:23:04.619387,71.73560908995228,57.38848727196182,
A101,2019-09-29 06:28:05.811984,EnergySystemModel02,,,,2019-09-29 06:28:05.812009,78.33269096274834,57.38848727196182,
B102,2019-09-29 06:28:05.811984,EnergySystemModel02,,,,2019-09-29 06:28:05.812009,78.33269096274834,62.66615277019867,
A101,2019-09-29 06:33:07.520112,EnergySystemModel02,,,,2019-09-29 06:33:07.520138,84.14709848078965,62.66615277019867,
B102,2019-09-29 06:33:07.520112,EnergySystemModel02,,,,2019-09-29 06:33:07.520138,84.14709848078965,67.31767878463172,
A101,2019-09-29 06:38:08.443123,EnergySystemModel02,,,,2019-09-29 06:38:08.443151,89.12073600614355,67.31767878463172,
B102,2019-09-29 06:38:08.443123,EnergySystemModel02,,,,2019-09-29 06:38:08.443151,89.12073600614355,71.29658880491483,
A101,2019-09-29 06:43:11.380989,EnergySystemModel02,,,,2019-09-29 06:43:11.380957,96.3558185417193,74.56312687737811,
B102,2019-09-29 06:43:11.380989,EnergySystemModel02,,,,2019-09-29 06:43:11.380957,96.3558185417193,77.08465483337544,
A101,2019-09-29 06:53:02.052767,EnergySystemModel02,,,,2019-09-29 06:53:02.052737,99.95736030415051,79.79959892832436,
B102,2019-09-29 06:53:02.052767,EnergySystemModel02,,,,2019-09-29 06:53:02.052737,99.95736030415051,79.9658882433204,
A101,2019-09-29 06:58:05.021342,EnergySystemModel02,,,,2019-09-29 06:58:05.021372,97.38476308781952,79.33318483619749,
B102,2019-09-29 06:58:05.021342,EnergySystemModel02,,,,2019-09-29 06:58:05.021372,97.38476308781952,77.90781047025561,
A101,2019-09-29 07:03:07.092737,EnergySystemModel02,,,,2019-09-29 07:03:07.092707,94.63000876874145,77.90781047025561,
B102,2019-09-29 07:03:07.092737,EnergySystemModel02,,,,2019-09-29 07:03:07.092707,94.63000876874145,75.70400701499315,
A101,2019-09-29 07:08:08.022089,EnergySystemModel02,,,,2019-09-29 07:08:08.022063,74.57052121767201,64.67971230556721,
B102,2019-09-29 07:08:08.022089,EnergySystemModel02,,,,2019-09-29 07:08:08.022063,74.57052121767201,59.6564169741376,
A101,2019-09-29 07:13:10.435046,EnergySystemModel02,,,,2019-09-29 07:13:10.435018,42.737988023382975,41.240109745717135,
B102,2019-09-29 07:13:10.435046,EnergySystemModel02,,,,2019-09-29 07:13:10.435018,42.737988023382975,34.190390418706386,
A101,2019-09-29 07:18:04.280515,EnergySystemModel02,,,,2019-09-29 07:18:04.280488,29.55202066613396,15.893546463604897,
B102,2019-09-29 07:18:04.280515,EnergySystemModel02,,,,2019-09-29 07:18:04.280488,29.55202066613396,23.641616532907168,
A101,2019-09-29 07:23:05.153242,EnergySystemModel02,,,,2019-09-29 07:23:05.153271,47.942553860420304,31.153467384692043,
B102,2019-09-29 07:23:05.153242,EnergySystemModel02,,,,2019-09-29 07:23:05.153271,47.942553860420304,38.35404308833624,
A101,2019-09-29 07:28:08.395481,EnergySystemModel02,,,,2019-09-29 07:28:08.395507,56.46424733950355,38.35404308833624,
B102,2019-09-29 07:28:08.395481,EnergySystemModel02,,,,2019-09-29 07:28:08.395507,56.46424733950355,45.171397871602835,
A101,2019-09-29 07:33:11.007078,EnergySystemModel02,,,,2019-09-29 07:33:11.007051,64.42176872376912,45.171397871602835,
B102,2019-09-29 07:33:11.007078,EnergySystemModel02,,,,2019-09-29 07:33:11.007051,64.42176872376912,51.53741497901529,
A101,2019-09-29 07:38:03.417317,EnergySystemModel02,,,,2019-09-29 07:38:03.417347,71.73560908995228,51.53741497901529,
B102,2019-09-29 07:38:03.417317,EnergySystemModel02,,,,2019-09-29 07:38:03.417347,71.73560908995228,57.38848727196182,
A101,2019-09-29 07:43:07.486995,EnergySystemModel02,,,,2019-09-29 07:43:07.486968,78.33269096274834,57.38848727196182,
B102,2019-09-29 07:43:07.486995,EnergySystemModel02,,,,2019-09-29 07:43:07.486968,78.33269096274834,62.66615277019867,
A101,2019-09-29 07:48:07.317094,EnergySystemModel02,,,,2019-09-29 07:48:07.317127,84.14709848078965,62.66615277019867,
B102,2019-09-29 07:48:07.317094,EnergySystemModel02,,,,2019-09-29 07:48:07.317127,84.14709848078965,67.31767878463172,
A101,2019-09-29 07:53:08.839279,EnergySystemModel02,,,,2019-09-29 07:53:08.839309,89.12073600614355,67.31767878463172,
B102,2019-09-29 07:53:08.839279,EnergySystemModel02,,,,2019-09-29 07:53:08.839309,89.12073600614355,71.29658880491483,
A101,2019-09-29 07:58:10.704705,EnergySystemModel02,,,,2019-09-29 07:58:10.704678,93.20390859672264,71.29658880491483,
B102,2019-09-29 07:58:10.704705,EnergySystemModel02,,,,2019-09-29 07:58:10.704678,93.20390859672264,74.56312687737811,
A101,2019-09-29 08:03:03.46607,EnergySystemModel02,,,,2019-09-29 08:03:03.466097,96.3558185417193,74.56312687737811,
B102,2019-09-29 08:03:03.46607,EnergySystemModel02,,,,2019-09-29 08:03:03.466097,96.3558185417193,77.08465483337544,
A101,2019-09-29 08:08:06.862069,EnergySystemModel02,,,,2019-09-29 08:08:06.862042,98.54497299884602,77.08465483337544,
B102,2019-09-29 08:08:06.862069,EnergySystemModel02,,,,2019-09-29 08:08:06.862042,98.54497299884602,78.83597839907682,
A101,2019-09-29 08:13:09.388687,EnergySystemModel02,,,,2019-09-29 08:13:09.388717,99.74949866040545,78.83597839907682,
B102,2019-09-29 08:13:09.388687,EnergySystemModel02,,,,2019-09-29 08:13:09.388717,99.74949866040545,79.79959892832436,
A101,2019-09-29 08:23:05.910488,EnergySystemModel02,,,,2019-09-29 08:23:05.910459,90.92974268256818,75.70400701499315,
B102,2019-09-29 08:23:05.910488,EnergySystemModel02,,,,2019-09-29 08:23:05.910459,90.92974268256818,72.74379414605454,
A101,2019-09-29 08:28:09.453976,EnergySystemModel02,,,,2019-09-29 08:28:09.453952,74.57052121767201,64.67971230556721,
B102,2019-09-29 08:28:09.453976,EnergySystemModel02,,,,2019-09-29 08:28:09.453952,74.57052121767201,59.6564169741376,
A101,2019-09-29 08:38:04.765589,EnergySystemModel02,,,,2019-09-29 08:38:04.765617,67.54631805511507,59.6564169741376,
B102,2019-09-29 08:38:04.765589,EnergySystemModel02,,,,2019-09-29 08:38:04.765617,67.54631805511507,54.03705444409205,
